,종가,거래량,거래대금,변동 %
2007년 09월 04일,"1,874.74",425.71M,798095.5654K,-0.38%
2007년 09월 03일,"1,881.81",385.65M,725720.0265K,0.46%
2007년 08월 31일,"1,873.24",360.37M,675059.4988K,1.71%
2007년 08월 30일,"1,841.70",423.27M,779536.359K,0.85%
2007년 08월 29일,"1,826.19",385.91M,704744.9829K,-0.17%
2007년 08월 28일,"1,829.31",414.13M,757572.1503K,1.46%
2007년 08월 27일,"1,803.03",366.03M,659963.0709K,0.65%
2007년 08월 24일,"1,791.33",376.03M,673593.8199K,-0.47%
2007년 08월 23일,"1,799.72",394.70M,710349.484K,2.29%
2007년 08월 22일,"1,759.50",402.64M,708445.08K,1.34%
2007년 08월 21일,"1,736.18",458.90M,796733.002K,0.28%
2007년 08월 20일,"1,731.27",366.72M,634891.3344K,5.69%
2007년 08월 17일,"1,638.07",493.20M,807896.124K,-3.19%
2007년 08월 16일,"1,691.98",508.22M,859898.0756K,-6.93%
2007년 08월 14일,"1,817.89",405.73M,737572.5097K,-1.70%
2007년 08월 13일,"1,849.26",330.05M,610348.263K,1.14%
2007년 08월 10일,"1,828.49",388.05M,709545.5445K,-4.20%
2007년 08월 09일,"1,908.68",413.87M,789945.3916K,0.28%
2007년 08월 08일,"1,903.41",381.96M,727026.4836K,2.34%
2007년 08월 07일,"1,859.82",315.65M,587052.183K,0.26%
2007년 08월 06일,"1,855.05",325.17M,603206.6085K,-1.16%
2007년 08월 03일,"1,876.80",350.26M,657367.968K,1.28%
2007년 08월 02일,"1,853.07",371.82M,689008.4874K,-0.18%
2007년 08월 01일,"1,856.45",389.62M,723310.049K,-3.97%
2007년 07월 31일,"1,933.27",373.77M,722598.3279K,1.39%
2007년 07월 30일,"1,906.71",386.21M,736390.4691K,1.25%
2007년 07월 27일,"1,883.22",517.22M,974039.0484K,-4.09%
2007년 07월 26일,"1,963.54",617.01M,1211523.815K,-2.03%
2007년 07월 25일,"2,004.22",588.35M,1179182.837K,0.60%
2007년 07월 24일,"1,992.26",589.38M,1174198.199K,-0.04%
2007년 07월 23일,"1,993.05",538.58M,1073416.869K,0.48%
2007년 07월 20일,"1,983.54",638.75M,1266986.175K,2.36%
2007년 07월 19일,"1,937.90",586.29M,1136171.391K,0.37%
2007년 07월 18일,"1,930.70",635.00M,1225994.5K,-0.96%
2007년 07월 16일,"1,949.51",519.50M,1012770.445K,-0.68%
2007년 07월 13일,"1,962.93",507.57M,996324.3801K,2.78%
2007년 07월 12일,"1,909.75",445.54M,850870.015K,1.05%
2007년 07월 11일,"1,889.96",473.88M,895614.2448K,-0.24%
2007년 07월 10일,"1,894.53",406.27M,769690.7031K,0.58%
2007년 07월 09일,"1,883.59",430.59M,811055.0181K,1.21%
2007년 07월 06일,"1,861.01",414.38M,771165.3238K,0.72%
2007년 07월 05일,"1,847.79",534.04M,986793.7716K,0.51%
2007년 07월 04일,"1,838.41",417.01M,766635.3541K,1.82%
2007년 07월 03일,"1,805.50",401.96M,725738.78K,1.93%
2007년 07월 02일,"1,771.35",302.33M,535532.2455K,1.59%
2007년 06월 29일,"1,743.60",281.68M,491137.248K,-0.47%
2007년 06월 28일,"1,751.75",282.80M,495394.9K,1.08%
2007년 06월 27일,"1,733.10",306.93M,531940.383K,-0.94%
2007년 06월 26일,"1,749.55",401.03M,701622.0365K,-0.47%
2007년 06월 25일,"1,757.73",394.47M,693371.7531K,-0.75%
2007년 06월 22일,"1,770.98",531.62M,941488.3876K,-1.30%
2007년 06월 21일,"1,794.24",579.50M,1039762.08K,0.59%
2007년 06월 20일,"1,783.79",685.99M,1223662.102K,-1.33%
2007년 06월 19일,"1,807.85",650.87M,1176675.33K,0.05%
2007년 06월 18일,"1,806.88",613.24M,1108051.091K,1.95%
2007년 06월 15일,"1,772.26",539.96M,956949.5096K,0.17%
2007년 06월 14일,"1,769.18",580.50M,1027008.99K,2.74%
2007년 06월 13일,"1,721.99",715.33M,1231791.107K,-0.46%
2007년 06월 12일,"1,729.88",431.75M,746875.69K,0.78%
2007년 06월 11일,"1,716.56",475.88M,816876.5728K,-0.62%
2007년 06월 08일,"1,727.28",503.24M,869236.3872K,-1.47%
2007년 06월 07일,"1,753.04",496.22M,869893.5088K,0.62%
2007년 06월 05일,"1,742.19",488.03M,850240.9857K,0.26%
2007년 06월 04일,"1,737.59",465.23M,808378.9957K,1.24%
2007년 06월 01일,"1,716.24",615.43M,1056225.583K,0.90%
2007년 05월 31일,"1,700.91",497.06M,845454.3246K,2.30%
2007년 05월 30일,"1,662.72",488.64M,812471.5008K,0.06%
2007년 05월 29일,"1,661.80",495.10M,822757.18K,0.23%
2007년 05월 28일,"1,657.91",379.27M,628795.5257K,0.81%
2007년 05월 25일,"1,644.56",375.03M,616759.3368K,-0.12%
2007년 05월 23일,"1,646.59",447.33M,736569.1047K,0.23%
2007년 05월 22일,"1,642.88",529.32M,869609.2416K,0.90%
2007년 05월 21일,"1,628.20",512.79M,834924.678K,0.99%
2007년 05월 18일,"1,612.25",454.78M,733219.055K,-0.21%
2007년 05월 17일,"1,615.58",450.57M,727931.8806K,0.94%
2007년 05월 16일,"1,600.60",417.08M,667578.248K,0.71%
2007년 05월 15일,"1,589.37",480.25M,763294.9425K,-1.02%
2007년 05월 14일,"1,605.77",477.82M,767269.0214K,0.14%
2007년 05월 11일,"1,603.56",373.58M,599057.9448K,0.24%
2007년 05월 10일,"1,599.68",408.58M,653597.2544K,0.39%
2007년 05월 09일,"1,593.42",358.53M,571288.8726K,0.68%
2007년 05월 08일,"1,582.65",384.03M,607785.0795K,-0.11%
2007년 05월 07일,"1,584.46",434.48M,688416.1808K,1.07%
2007년 05월 04일,"1,567.74",254.51M,399005.5074K,0.51%
2007년 05월 03일,"1,559.86",249.68M,389465.8448K,0.42%
2007년 05월 02일,"1,553.30",274.34M,426132.322K,0.72%
2007년 04월 30일,"1,542.24",315.97M,487301.5728K,-0.02%
2007년 04월 27일,"1,542.52",356.44M,549815.8288K,-0.68%
2007년 04월 26일,"1,553.13",391.55M,608128.0515K,0.49%
2007년 04월 25일,"1,545.55",445.54M,688604.347K,-0.72%
2007년 04월 24일,"1,556.71",393.48M,612534.2508K,0.80%
2007년 04월 23일,"1,544.35",386.98M,597632.563K,0.74%
2007년 04월 20일,"1,533.08",397.53M,609445.2924K,1.28%
2007년 04월 19일,"1,513.66",363.74M,550578.6884K,-1.36%
2007년 04월 18일,"1,534.58",352.53M,540985.4874K,0.39%
2007년 04월 17일,"1,528.66",422.56M,645950.5696K,-0.22%
2007년 04월 16일,"1,532.04",462.20M,708108.888K,0.74%
2007년 04월 13일,"1,520.78",426.24M,648217.2672K,-0.32%
2007년 04월 12일,"1,525.61",360.18M,549494.2098K,0.81%
2007년 04월 11일,"1,513.42",386.76M,585330.3192K,0.95%
2007년 04월 10일,"1,499.16",359.30M,538648.188K,-0.13%
2007년 04월 09일,"1,501.06",388.21M,582726.5026K,1.14%
2007년 04월 06일,"1,484.15",313.66M,465518.489K,0.14%
2007년 04월 05일,"1,482.04",328.41M,486716.7564K,-0.09%
2007년 04월 04일,"1,483.41",353.99M,525112.3059K,1.34%
2007년 04월 03일,"1,463.75",340.65M,498626.4375K,0.29%
2007년 04월 02일,"1,459.53",303.52M,442996.5456K,0.48%
2007년 03월 30일,"1,452.55",288.43M,418958.9965K,0.11%
2007년 03월 29일,"1,450.95",283.08M,410734.926K,0.78%
2007년 03월 28일,"1,439.74",297.97M,428999.3278K,-0.93%
2007년 03월 27일,"1,453.23",259.87M,377650.8801K,0.24%
2007년 03월 26일,"1,449.77",312.61M,453212.5997K,0.17%
2007년 03월 23일,"1,447.38",278.88M,403645.3344K,-0.08%
2007년 03월 22일,"1,448.53",301.02M,436036.5006K,0.39%
2007년 03월 21일,"1,442.85",342.96M,494839.836K,-0.09%
2007년 03월 20일,"1,444.17",364.48M,526371.0816K,0.05%
2007년 03월 19일,"1,443.39",280.84M,405361.6476K,1.09%
2007년 03월 16일,"1,427.88",304.14M,434275.4232K,0.07%
2007년 03월 15일,"1,426.93",254.36M,362953.9148K,1.39%
2007년 03월 14일,"1,407.37",259.29M,364916.9673K,-2.00%
2007년 03월 13일,"1,436.05",256.42M,368231.941K,-0.37%
2007년 03월 12일,"1,441.33",245.05M,353197.9165K,1.25%
2007년 03월 09일,"1,423.58",227.39M,323707.8562K,-0.02%
2007년 03월 08일,"1,423.89",285.80M,406947.762K,0.92%
2007년 03월 07일,"1,410.95",254.20M,358663.49K,0.57%
2007년 03월 06일,"1,402.93",239.22M,335608.9146K,1.95%
2007년 03월 05일,"1,376.15",232.60M,320092.49K,-2.71%
2007년 03월 02일,"1,414.47",243.11M,343871.8017K,-0.20%
2007년 02월 28일,"1,417.34",324.11M,459374.0674K,-2.56%
2007년 02월 27일,"1,454.60",261.58M,380494.268K,-1.05%
2007년 02월 26일,"1,470.03",261.76M,384795.0528K,0.01%
2007년 02월 23일,"1,469.88",310.57M,456500.6316K,0.31%
2007년 02월 22일,"1,465.41",310.28M,454687.4148K,0.97%
2007년 02월 21일,"1,451.38",258.24M,374804.3712K,-0.11%
2007년 02월 20일,"1,452.96",220.47M,320334.0912K,0.29%
2007년 02월 16일,"1,448.81",207.16M,300135.4796K,0.36%
2007년 02월 15일,"1,443.63",216.08M,311939.5704K,0.52%
2007년 02월 14일,"1,436.10",214.65M,308258.865K,1.25%
2007년 02월 13일,"1,418.44",219.25M,310992.97K,0.29%
2007년 02월 12일,"1,414.29",209.29M,295996.7541K,-0.94%
2007년 02월 09일,"1,427.68",227.57M,324897.1376K,0.29%
2007년 02월 08일,"1,423.58",189.04M,269113.5632K,-0.19%
2007년 02월 07일,"1,426.29",193.22M,275587.7538K,-0.16%
2007년 02월 06일,"1,428.58",188.88M,269830.1904K,0.75%
2007년 02월 05일,"1,417.95",181.60M,257499.72K,0.34%
2007년 02월 02일,"1,413.14",219.15M,309689.631K,2.19%
2007년 02월 01일,"1,382.90",168.20M,232603.78K,1.67%
2007년 01월 31일,"1,360.23",192.33M,261613.0359K,-0.77%
2007년 01월 30일,"1,370.72",161.25M,221028.6K,0.56%
2007년 01월 29일,"1,363.10",136.33M,185831.423K,-0.60%
2007년 01월 26일,"1,371.33",160.88M,220619.5704K,-0.80%
2007년 01월 25일,"1,382.36",157.05M,217099.638K,-0.05%
2007년 01월 24일,"1,383.06",197.93M,273749.0658K,1.47%
2007년 01월 23일,"1,363.09",184.02M,250835.8218K,-0.02%
2007년 01월 22일,"1,363.41",190.99M,260397.6759K,0.21%
2007년 01월 19일,"1,360.56",222.67M,302955.8952K,-1.64%
2007년 01월 18일,"1,383.21",181.23M,250679.1483K,0.27%
2007년 01월 17일,"1,379.48",205.37M,283303.8076K,-0.74%
2007년 01월 16일,"1,389.71",171.34M,238112.9114K,-0.09%
2007년 01월 15일,"1,390.96",163.88M,227950.5248K,0.19%
2007년 01월 12일,"1,388.37",213.77M,296791.8549K,1.69%
2007년 01월 11일,"1,365.31",211.75M,289104.3925K,0.70%
2007년 01월 10일,"1,355.79",225.46M,305676.4134K,-1.35%
2007년 01월 09일,"1,374.34",216.84M,298011.8856K,0.26%
2007년 01월 08일,"1,370.81",177.59M,243442.1479K,-1.08%
2007년 01월 05일,"1,385.76",277.29M,384257.3904K,-0.83%
2007년 01월 04일,"1,397.29",241.17M,336984.4293K,-0.86%
2007년 01월 03일,"1,409.35",203.21M,286394.0135K,-1.81%
2007년 01월 02일,"1,435.26",147.74M,212045.3124K,0.06%
2006년 12월 28일,"1,434.46",160.60M,230374.276K,0.66%
2006년 12월 27일,"1,425.10",175.94M,250732.094K,-0.62%
2006년 12월 26일,"1,433.92",218.67M,313555.2864K,-0.25%
2006년 12월 22일,"1,437.49",218.35M,313875.9415K,0.07%
2006년 12월 21일,"1,436.47",193.03M,277281.8041K,-0.40%
2006년 12월 20일,"1,442.28",240.50M,346868.34K,1.02%
2006년 12월 19일,"1,427.76",215.45M,307610.892K,-0.38%
2006년 12월 18일,"1,433.23",244.63M,350611.0549K,0.80%
2006년 12월 15일,"1,421.87",319.55M,454358.5585K,0.25%
2006년 12월 14일,"1,418.38",250.16M,354821.9408K,2.54%
2006년 12월 13일,"1,383.28",186.91M,258548.8648K,0.46%
2006년 12월 12일,"1,376.98",195.34M,268979.2732K,-0.99%
2006년 12월 11일,"1,390.73",213.26M,296587.0798K,0.02%
2006년 12월 08일,"1,390.43",221.67M,308216.6181K,-1.41%
2006년 12월 07일,"1,410.30",237.41M,334819.323K,-0.24%
2006년 12월 06일,"1,413.73",237.55M,335831.5615K,-0.48%
2006년 12월 05일,"1,420.59",300.83M,427356.0897K,-0.41%
2006년 12월 04일,"1,426.46",197.28M,281412.0288K,-0.55%
2006년 12월 01일,"1,434.36",231.10M,331480.596K,0.15%
2006년 11월 30일,"1,432.21",252.19M,361189.0399K,0.68%
2006년 11월 29일,"1,422.55",254.27M,361711.7885K,0.79%
2006년 11월 28일,"1,411.47",252.35M,356184.4545K,-0.96%
2006년 11월 27일,"1,425.13",297.94M,424603.2322K,0.24%
2006년 11월 24일,"1,421.73",314.62M,447304.6926K,0.18%
2006년 11월 23일,"1,419.23",237.55M,337138.0865K,-0.23%
2006년 11월 22일,"1,422.54",247.17M,351609.2118K,1.18%
2006년 11월 21일,"1,405.90",277.29M,389842.011K,0.26%
2006년 11월 20일,"1,402.21",232.53M,326055.8913K,-0.71%
2006년 11월 17일,"1,412.22",250.38M,353591.6436K,0.10%
2006년 11월 16일,"1,410.75",259.28M,365779.26K,-0.13%
2006년 11월 15일,"1,412.54",236.75M,334418.845K,0.37%
2006년 11월 14일,"1,407.37",205.37M,289031.5769K,0.76%
2006년 11월 13일,"1,396.69",178.61M,249462.8009K,0.07%
2006년 11월 10일,"1,395.73",168.51M,235194.4623K,-0.27%
2006년 11월 09일,"1,399.44",197.54M,276445.3776K,1.40%
2006년 11월 08일,"1,380.07",197.67M,272798.4369K,-0.53%
2006년 11월 07일,"1,387.44",213.06M,295607.9664K,0.60%
2006년 11월 06일,"1,379.19",209.56M,289023.0564K,-0.34%
2006년 11월 03일,"1,383.88",215.32M,297977.0416K,0.01%
2006년 11월 02일,"1,383.73",218.35M,302137.4455K,0.68%
2006년 11월 01일,"1,374.35",233.25M,320567.1375K,0.72%
2006년 10월 31일,"1,364.55",255.79M,349038.2445K,0.62%
2006년 10월 30일,"1,356.11",159.72M,216597.8892K,-0.95%
2006년 10월 27일,"1,369.09",205.03M,280704.5227K,-0.33%
2006년 10월 26일,"1,373.65",241.70M,332011.205K,0.16%
2006년 10월 25일,"1,371.43",231.82M,317924.9026K,0.36%
2006년 10월 24일,"1,366.50",244.73M,334423.545K,0.11%
2006년 10월 23일,"1,364.95",240.37M,328093.0315K,0.05%
2006년 10월 20일,"1,364.24",269.19M,367239.7656K,0.75%
2006년 10월 19일,"1,354.06",295.22M,399745.5932K,-0.01%
2006년 10월 18일,"1,354.26",279.68M,378759.4368K,0.22%
2006년 10월 17일,"1,351.30",308.57M,416970.641K,-0.40%
2006년 10월 16일,"1,356.72",208.58M,282984.6576K,0.60%
2006년 10월 13일,"1,348.60",305.32M,411754.552K,1.26%
2006년 10월 12일,"1,331.78",256.99M,342254.1422K,0.47%
2006년 10월 11일,"1,325.49",198.43M,263016.9807K,-0.22%
2006년 10월 10일,"1,328.37",251.54M,334138.1898K,0.68%
2006년 10월 09일,"1,319.40",400.26M,528103.044K,-2.41%
2006년 10월 04일,"1,352.00",223.07M,301590.64K,-1.62%
2006년 10월 02일,"1,374.22",231.20M,317719.664K,0.20%
2006년 09월 29일,"1,371.41",248.28M,340493.6748K,0.00%
2006년 09월 28일,"1,371.43",228.24M,313015.1832K,0.84%
2006년 09월 27일,"1,360.03",242.74M,330133.6822K,1.19%
2006년 09월 26일,"1,343.97",241.63M,324743.4711K,-0.83%
2006년 09월 25일,"1,355.21",201.96M,273698.2116K,0.51%
2006년 09월 22일,"1,348.38",250.12M,337256.8056K,-1.35%
2006년 09월 21일,"1,366.79",237.54M,324667.2966K,0.03%
2006년 09월 20일,"1,366.44",233.74M,319391.6856K,-0.55%
2006년 09월 19일,"1,373.95",237.30M,326038.335K,-0.03%
2006년 09월 18일,"1,374.30",305.45M,419779.935K,0.97%
2006년 09월 15일,"1,361.10",342.89M,466707.579K,0.17%
2006년 09월 14일,"1,358.75",288.84M,392461.35K,1.92%
2006년 09월 13일,"1,333.13",249.30M,332349.309K,0.38%
2006년 09월 12일,"1,328.04",266.77M,354281.2308K,-0.45%
2006년 09월 11일,"1,334.08",248.05M,330918.544K,-1.54%
2006년 09월 08일,"1,354.89",260.04M,352325.5956K,0.28%
2006년 09월 07일,"1,351.17",251.10M,339278.787K,-0.43%
2006년 09월 06일,"1,357.01",219.14M,297375.1714K,-0.31%
2006년 09월 05일,"1,361.24",235.66M,320789.8184K,0.16%
2006년 09월 04일,"1,359.06",238.69M,324394.0314K,0.18%
2006년 09월 01일,"1,356.67",215.90M,292905.053K,0.29%
2006년 08월 31일,"1,352.74",279.26M,377766.1724K,0.85%
2006년 08월 30일,"1,341.35",257.24M,345048.874K,-0.24%
2006년 08월 29일,"1,344.61",261.28M,351319.7008K,1.26%
2006년 08월 28일,"1,327.89",189.86M,252113.1954K,-0.11%
2006년 08월 25일,"1,329.35",201.75M,268196.3625K,1.04%
2006년 08월 24일,"1,315.73",192.32M,253041.1936K,-0.70%
2006년 08월 23일,"1,324.95",208.09M,275708.8455K,-0.75%
2006년 08월 22일,"1,334.96",185.51M,247648.4296K,1.01%
2006년 08월 21일,"1,321.67",189.26M,250139.2642K,-0.71%
2006년 08월 18일,"1,331.10",192.91M,256782.501K,0.25%
2006년 08월 17일,"1,327.78",225.54M,299467.5012K,0.93%
2006년 08월 16일,"1,315.61",231.68M,304800.5248K,1.58%
2006년 08월 14일,"1,295.11",176.47M,228548.0617K,0.23%
2006년 08월 11일,"1,292.10",226.69M,292906.149K,-0.94%
2006년 08월 10일,"1,304.31",224.42M,292713.2502K,-0.81%
2006년 08월 09일,"1,314.93",195.82M,257489.5926K,0.29%
2006년 08월 08일,"1,311.10",197.97M,259558.467K,1.67%
2006년 08월 07일,"1,289.54",161.90M,208776.526K,-1.15%
2006년 08월 04일,"1,304.51",189.52M,247230.7352K,0.96%
2006년 08월 03일,"1,292.05",182.40M,235669.92K,-0.24%
2006년 08월 02일,"1,295.11",156.72M,202969.6392K,0.60%
2006년 08월 01일,"1,287.36",186.84M,240530.3424K,-0.81%
2006년 07월 31일,"1,297.82",173.38M,225016.0316K,0.06%
2006년 07월 28일,"1,297.07",194.45M,252215.2615K,0.06%
2006년 07월 27일,"1,296.27",208.57M,270363.0339K,1.34%
2006년 07월 26일,"1,279.08",152.77M,195405.0516K,-0.05%
2006년 07월 25일,"1,279.77",195.20M,249811.104K,1.30%
2006년 07월 24일,"1,263.35",155.83M,196867.8305K,-0.63%
2006년 07월 21일,"1,271.33",180.75M,229792.8975K,-0.15%
2006년 07월 20일,"1,273.30",212.46M,270525.318K,3.21%
2006년 07월 19일,"1,233.65",178.60M,220329.89K,0.02%
2006년 07월 18일,"1,233.42",188.80M,232869.696K,-1.73%
2006년 07월 14일,"1,255.13",197.53M,247925.8289K,-2.33%
2006년 07월 13일,"1,285.02",186.87M,240131.6874K,-0.90%
2006년 07월 12일,"1,296.69",200.71M,260258.6499K,-0.29%
2006년 07월 11일,"1,300.44",185.85M,241686.774K,0.09%
2006년 07월 10일,"1,299.29",215.42M,279893.0518K,1.99%
2006년 07월 07일,"1,273.93",191.85M,244403.4705K,0.79%
2006년 07월 06일,"1,263.96",180.43M,228056.3028K,-1.24%
2006년 07월 05일,"1,279.85",192.70M,246627.095K,-0.47%
2006년 07월 04일,"1,285.92",190.72M,245250.6624K,-0.67%
2006년 07월 03일,"1,294.61",181.04M,234376.1944K,-0.04%
2006년 06월 30일,"1,295.15",227.00M,293999.05K,2.54%
2006년 06월 29일,"1,263.02",205.10M,259045.402K,1.96%
2006년 06월 28일,"1,238.71",165.95M,205563.9245K,-0.71%
2006년 06월 27일,"1,247.54",196.45M,245079.233K,0.77%
2006년 06월 26일,"1,238.05",225.97M,279762.1585K,0.77%
2006년 06월 23일,"1,228.62",187.62M,230513.6844K,-0.82%
2006년 06월 22일,"1,238.83",227.95M,282391.2985K,0.95%
2006년 06월 21일,"1,227.19",188.20M,230957.158K,0.11%
2006년 06월 20일,"1,225.83",201.14M,246563.4462K,-2.06%
2006년 06월 19일,"1,251.67",166.26M,208102.6542K,-0.83%
2006년 06월 16일,"1,262.19",234.04M,295402.9476K,3.51%
2006년 06월 15일,"1,219.40",196.28M,239343.832K,-0.19%
2006년 06월 14일,"1,221.73",210.75M,257479.5975K,1.48%
2006년 06월 13일,"1,203.86",189.71M,228384.2806K,-2.90%
2006년 06월 12일,"1,239.84",194.88M,241620.0192K,0.34%
2006년 06월 09일,"1,235.65",230.38M,284669.047K,1.02%
2006년 06월 08일,"1,223.13",272.30M,333058.299K,-3.45%
2006년 06월 07일,"1,266.84",243.23M,308133.4932K,-2.67%
2006년 06월 05일,"1,301.62",207.50M,270086.15K,-0.57%
2006년 06월 02일,"1,309.04",248.49M,325283.3496K,1.08%
2006년 06월 01일,"1,295.09",238.05M,308296.1745K,-1.72%
2006년 05월 30일,"1,317.70",219.73M,289538.221K,-0.87%
2006년 05월 29일,"1,329.22",224.01M,297758.5722K,0.51%
2006년 05월 26일,"1,322.43",235.59M,311551.2837K,2.06%
2006년 05월 25일,"1,295.76",213.56M,276722.5056K,-2.82%
2006년 05월 24일,"1,333.38",249.76M,333024.9888K,0.26%
2006년 05월 23일,"1,329.86",256.20M,340710.132K,-0.65%
2006년 05월 22일,"1,338.59",244.38M,327124.6242K,-2.46%
2006년 05월 19일,"1,372.29",291.36M,399830.4144K,0.52%
2006년 05월 18일,"1,365.15",355.78M,485693.067K,-2.59%
2006년 05월 17일,"1,401.47",270.25M,378747.2675K,1.40%
2006년 05월 16일,"1,382.11",285.86M,395089.9646K,-2.25%
2006년 05월 15일,"1,413.98",250.68M,354456.5064K,-2.16%
2006년 05월 12일,"1,445.20",260.78M,376879.256K,-1.33%
2006년 05월 11일,"1,464.70",273.37M,400405.039K,0.94%
2006년 05월 10일,"1,451.09",270.62M,392693.9758K,0.04%
2006년 05월 09일,"1,450.44",275.91M,400190.9004K,-0.12%
2006년 05월 08일,"1,452.23",257.20M,373513.556K,0.78%
2006년 05월 04일,"1,441.02",266.81M,384478.5462K,0.41%
2006년 05월 03일,"1,435.17",301.94M,433335.2298K,0.02%
2006년 05월 02일,"1,434.90",296.68M,425706.132K,1.07%
2006년 04월 28일,"1,419.73",328.12M,465841.8076K,-2.26%
2006년 04월 27일,"1,452.53",363.52M,528023.7056K,0.09%
2006년 04월 26일,"1,451.22",312.33M,453259.5426K,1.40%
2006년 04월 25일,"1,431.15",313.97M,449338.1655K,0.01%
2006년 04월 24일,"1,430.94",291.17M,416646.7998K,-1.40%
2006년 04월 21일,"1,451.31",381.81M,554124.6711K,1.20%
2006년 04월 20일,"1,434.15",368.82M,528943.203K,-0.26%
2006년 04월 19일,"1,437.84",409.37M,588608.5608K,0.76%
2006년 04월 18일,"1,427.00",321.90M,459351.3K,0.31%
2006년 04월 17일,"1,422.63",336.63M,478899.9369K,-0.70%
2006년 04월 14일,"1,432.72",339.44M,486322.4768K,1.92%
2006년 04월 13일,"1,405.72",306.71M,431148.3812K,1.60%
2006년 04월 12일,"1,383.59",294.01M,406789.2959K,-0.18%
2006년 04월 11일,"1,386.08",314.82M,436365.7056K,-0.87%
2006년 04월 10일,"1,398.29",316.16M,442083.3664K,-0.29%
2006년 04월 07일,"1,402.36",336.35M,471683.786K,0.38%
2006년 04월 06일,"1,397.00",425.05M,593794.85K,0.59%
2006년 04월 05일,"1,388.77",387.92M,538731.6584K,0.23%
2006년 04월 04일,"1,385.64",392.03M,543212.4492K,0.43%
2006년 04월 03일,"1,379.75",347.09M,478897.4275K,1.48%
2006년 03월 31일,"1,359.60",314.76M,427947.696K,1.60%
2006년 03월 30일,"1,338.14",294.95M,394684.393K,0.41%
2006년 03월 29일,"1,332.72",388.50M,517761.72K,0.11%
2006년 03월 28일,"1,331.31",359.74M,478925.4594K,0.07%
2006년 03월 27일,"1,330.34",323.60M,430498.024K,0.69%
2006년 03월 24일,"1,321.23",368.50M,486873.255K,0.68%
2006년 03월 23일,"1,312.26",333.04M,437035.0704K,0.19%
2006년 03월 22일,"1,309.83",306.30M,401200.929K,-2.01%
2006년 03월 21일,"1,336.65",289.60M,387093.84K,-0.75%
2006년 03월 20일,"1,346.69",320.75M,431950.8175K,0.42%
2006년 03월 17일,"1,341.12",277.19M,371745.0528K,0.38%
2006년 03월 16일,"1,335.98",314.02M,419524.4396K,0.15%
2006년 03월 15일,"1,333.98",356.09M,475016.9382K,0.58%
2006년 03월 14일,"1,326.30",348.69M,462467.547K,-0.90%
