,종가,오픈,고가,저가,거래량,변동 %,거래대금
2007년 04월 10일,"1,499.16","1,500.79","1,502.34","1,492.35",359.30M,-0.13%,538648.188K
2007년 04월 09일,"1,501.06","1,489.79","1,501.06","1,489.13",388.21M,1.14%,582726.5026K
2007년 04월 06일,"1,484.15","1,487.73","1,488.58","1,477.69",313.66M,0.14%,465518.489K
2007년 04월 05일,"1,482.04","1,485.53","1,485.77","1,478.45",328.41M,-0.09%,486716.7564K
2007년 04월 04일,"1,483.41","1,474.65","1,484.86","1,471.05",353.99M,1.34%,525112.3059K
2007년 04월 03일,"1,463.75","1,463.41","1,464.48","1,452.56",340.65M,0.29%,498626.4375K
2007년 04월 02일,"1,459.53","1,456.19","1,464.93","1,456.06",303.52M,0.48%,442996.5456K
2007년 03월 30일,"1,452.55","1,457.58","1,459.69","1,447.85",288.43M,0.11%,418958.9965K
2007년 03월 29일,"1,450.95","1,434.58","1,453.11","1,432.80",283.08M,0.78%,410734.926K
2007년 03월 28일,"1,439.74","1,451.47","1,456.78","1,433.12",297.97M,-0.93%,428999.3278K
2007년 03월 27일,"1,453.23","1,450.02","1,456.39","1,442.49",259.87M,0.24%,377650.8801K
2007년 03월 26일,"1,449.77","1,451.12","1,455.51","1,444.25",312.61M,0.17%,453212.5997K
2007년 03월 23일,"1,447.38","1,449.99","1,454.34","1,443.04",278.88M,-0.08%,403645.3344K
2007년 03월 22일,"1,448.53","1,452.13","1,456.18","1,447.79",301.02M,0.39%,436036.5006K
2007년 03월 21일,"1,442.85","1,446.07","1,452.05","1,435.36",342.96M,-0.09%,494839.836K
2007년 03월 20일,"1,444.17","1,449.43","1,449.79","1,440.42",364.48M,0.05%,526371.0816K
2007년 03월 19일,"1,443.39","1,425.22","1,444.76","1,420.89",280.84M,1.09%,405361.6476K
2007년 03월 16일,"1,427.88","1,428.63","1,431.75","1,416.30",304.14M,0.07%,434275.4232K
2007년 03월 15일,"1,426.93","1,418.77","1,429.38","1,414.98",254.36M,1.39%,362953.9148K
2007년 03월 14일,"1,407.37","1,409.66","1,416.80","1,405.13",259.29M,-2.00%,364916.9673K
2007년 03월 13일,"1,436.05","1,441.60","1,442.04","1,433.67",256.42M,-0.37%,368231.941K
2007년 03월 12일,"1,441.33","1,429.68","1,441.83","1,429.68",245.05M,1.25%,353197.9165K
2007년 03월 09일,"1,423.58","1,433.27","1,434.70","1,415.71",227.39M,-0.02%,323707.8562K
2007년 03월 08일,"1,423.89","1,409.02","1,433.15","1,408.34",285.80M,0.92%,406947.762K
2007년 03월 07일,"1,410.95","1,415.35","1,415.50","1,397.83",254.20M,0.57%,358663.49K
2007년 03월 06일,"1,402.93","1,382.70","1,403.75","1,382.70",239.22M,1.95%,335608.9146K
2007년 03월 05일,"1,376.15","1,400.80","1,404.23","1,375.84",232.60M,-2.71%,320092.49K
2007년 03월 02일,"1,414.47","1,407.19","1,423.58","1,406.63",243.11M,-0.20%,343871.8017K
2007년 02월 28일,"1,417.34","1,396.44","1,417.34","1,393.96",324.11M,-2.56%,459374.0674K
2007년 02월 27일,"1,454.60","1,468.28","1,468.28","1,453.85",261.58M,-1.05%,380494.268K
2007년 02월 26일,"1,470.03","1,466.92","1,470.95","1,462.19",261.76M,0.01%,384795.0528K
2007년 02월 23일,"1,469.88","1,470.44","1,471.04","1,459.81",310.57M,0.31%,456500.6316K
2007년 02월 22일,"1,465.41","1,452.71","1,471.04","1,452.62",310.28M,0.97%,454687.4148K
2007년 02월 21일,"1,451.38","1,455.18","1,457.37","1,444.84",258.24M,-0.11%,374804.3712K
2007년 02월 20일,"1,452.96","1,450.96","1,453.25","1,443.97",220.47M,0.29%,320334.0912K
2007년 02월 16일,"1,448.81","1,444.46","1,448.96","1,439.03",207.16M,0.36%,300135.4796K
2007년 02월 15일,"1,443.63","1,450.55","1,450.84","1,441.79",216.08M,0.52%,311939.5704K
2007년 02월 14일,"1,436.10","1,430.02","1,440.51","1,430.01",214.65M,1.25%,308258.865K
2007년 02월 13일,"1,418.44","1,412.72","1,424.66","1,410.81",219.25M,0.29%,310992.97K
2007년 02월 12일,"1,414.29","1,416.84","1,416.84","1,403.75",209.29M,-0.94%,295996.7541K
2007년 02월 09일,"1,427.68","1,424.49","1,432.29","1,422.97",227.57M,0.29%,324897.1376K
2007년 02월 08일,"1,423.58","1,424.99","1,431.01","1,416.05",189.04M,-0.19%,269113.5632K
2007년 02월 07일,"1,426.29","1,430.85","1,431.25","1,419.48",193.22M,-0.16%,275587.7538K
2007년 02월 06일,"1,428.58","1,416.65","1,428.91","1,414.58",188.88M,0.75%,269830.1904K
2007년 02월 05일,"1,417.95","1,413.77","1,420.42","1,409.71",181.60M,0.34%,257499.72K
2007년 02월 02일,"1,413.14","1,386.78","1,413.34","1,386.06",219.15M,2.19%,309689.631K
2007년 02월 01일,"1,382.90","1,367.07","1,382.90","1,362.04",168.20M,1.67%,232603.78K
2007년 01월 31일,"1,360.23","1,374.76","1,374.76","1,357.87",192.33M,-0.77%,261613.0359K
2007년 01월 30일,"1,370.72","1,365.00","1,371.59","1,360.42",161.25M,0.56%,221028.6K
2007년 01월 29일,"1,363.10","1,376.48","1,378.28","1,361.23",136.33M,-0.60%,185831.423K
2007년 01월 26일,"1,371.33","1,372.36","1,378.48","1,366.10",160.88M,-0.80%,220619.5704K
2007년 01월 25일,"1,382.36","1,392.55","1,392.55","1,379.66",157.05M,-0.05%,217099.638K
2007년 01월 24일,"1,383.06","1,369.96","1,383.75","1,369.02",197.93M,1.47%,273749.0658K
2007년 01월 23일,"1,363.09","1,353.06","1,367.03","1,352.50",184.02M,-0.02%,250835.8218K
2007년 01월 22일,"1,363.41","1,363.84","1,364.67","1,348.46",190.99M,0.21%,260397.6759K
2007년 01월 19일,"1,360.56","1,369.09","1,372.63","1,356.22",222.67M,-1.64%,302955.8952K
2007년 01월 18일,"1,383.21","1,378.37","1,385.22","1,372.93",181.23M,0.27%,250679.1483K
2007년 01월 17일,"1,379.48","1,391.75","1,391.75","1,369.08",205.37M,-0.74%,283303.8076K
2007년 01월 16일,"1,389.71","1,392.00","1,393.42","1,385.20",171.34M,-0.09%,238112.9114K
2007년 01월 15일,"1,390.96","1,396.87","1,397.64","1,385.81",163.88M,0.19%,227950.5248K
2007년 01월 12일,"1,388.37","1,379.00","1,389.00","1,372.87",213.77M,1.69%,296791.8549K
2007년 01월 11일,"1,365.31","1,357.57","1,375.31","1,355.63",211.75M,0.70%,289104.3925K
2007년 01월 10일,"1,355.79","1,372.52","1,372.52","1,345.08",225.46M,-1.35%,305676.4134K
2007년 01월 09일,"1,374.34","1,376.71","1,381.99","1,367.74",216.84M,0.26%,298011.8856K
2007년 01월 08일,"1,370.81","1,376.76","1,384.65","1,366.48",177.59M,-1.08%,243442.1479K
2007년 01월 05일,"1,385.76","1,398.60","1,400.59","1,372.36",277.29M,-0.83%,384257.3904K
2007년 01월 04일,"1,397.29","1,410.55","1,411.12","1,388.50",241.17M,-0.86%,336984.4293K
2007년 01월 03일,"1,409.35","1,436.42","1,437.79","1,409.31",203.21M,-1.81%,286394.0135K
2007년 01월 02일,"1,435.26","1,438.89","1,439.71","1,430.06",147.74M,0.06%,212045.3124K
2006년 12월 28일,"1,434.46","1,433.63","1,437.48","1,425.84",160.60M,0.66%,230374.276K
2006년 12월 27일,"1,425.10","1,426.80","1,429.84","1,418.77",175.94M,-0.62%,250732.094K
2006년 12월 26일,"1,433.92","1,434.58","1,441.21","1,422.37",218.67M,-0.25%,313555.2864K
2006년 12월 22일,"1,437.49","1,432.03","1,439.27","1,432.03",218.35M,0.07%,313875.9415K
2006년 12월 21일,"1,436.47","1,444.41","1,445.51","1,434.47",193.03M,-0.40%,277281.8041K
2006년 12월 20일,"1,442.28","1,429.77","1,445.50","1,429.77",240.50M,1.02%,346868.34K
2006년 12월 19일,"1,427.76","1,431.07","1,436.40","1,425.60",215.45M,-0.38%,307610.892K
2006년 12월 18일,"1,433.23","1,427.14","1,437.64","1,427.14",244.63M,0.80%,350611.0549K
2006년 12월 15일,"1,421.87","1,418.53","1,425.78","1,412.17",319.55M,0.25%,454358.5585K
2006년 12월 14일,"1,418.38","1,385.50","1,418.38","1,376.87",250.16M,2.54%,354821.9408K
2006년 12월 13일,"1,383.28","1,375.31","1,386.69","1,373.52",186.91M,0.46%,258548.8648K
2006년 12월 12일,"1,376.98","1,392.22","1,392.90","1,373.03",195.34M,-0.99%,268979.2732K
2006년 12월 11일,"1,390.73","1,390.26","1,396.15","1,389.65",213.26M,0.02%,296587.0798K
2006년 12월 08일,"1,390.43","1,400.98","1,400.98","1,386.26",221.67M,-1.41%,308216.6181K
2006년 12월 07일,"1,410.30","1,411.73","1,416.13","1,407.66",237.41M,-0.24%,334819.323K
2006년 12월 06일,"1,413.73","1,422.75","1,423.07","1,399.68",237.55M,-0.48%,335831.5615K
2006년 12월 05일,"1,420.59","1,432.97","1,436.69","1,420.40",300.83M,-0.41%,427356.0897K
2006년 12월 04일,"1,426.46","1,431.01","1,433.28","1,426.34",197.28M,-0.55%,281412.0288K
2006년 12월 01일,"1,434.36","1,433.40","1,436.80","1,428.24",231.10M,0.15%,331480.596K
2006년 11월 30일,"1,432.21","1,427.67","1,434.85","1,427.67",252.19M,0.68%,361189.0399K
2006년 11월 29일,"1,422.55","1,413.91","1,424.91","1,413.54",254.27M,0.79%,361711.7885K
2006년 11월 28일,"1,411.47","1,407.52","1,413.71","1,404.67",252.35M,-0.96%,356184.4545K
2006년 11월 27일,"1,425.13","1,419.80","1,425.13","1,415.22",297.94M,0.24%,424603.2322K
2006년 11월 24일,"1,421.73","1,419.99","1,424.82","1,411.27",314.62M,0.18%,447304.6926K
2006년 11월 23일,"1,419.23","1,419.51","1,424.33","1,414.80",237.55M,-0.23%,337138.0865K
2006년 11월 22일,"1,422.54","1,405.34","1,422.54","1,405.21",247.17M,1.18%,351609.2118K
2006년 11월 21일,"1,405.90","1,402.75","1,406.58","1,399.97",277.29M,0.26%,389842.011K
2006년 11월 20일,"1,402.21","1,413.74","1,413.88","1,400.83",232.53M,-0.71%,326055.8913K
2006년 11월 17일,"1,412.22","1,414.17","1,416.40","1,407.26",250.38M,0.10%,353591.6436K
2006년 11월 16일,"1,410.75","1,417.68","1,417.68","1,409.22",259.28M,-0.13%,365779.26K
2006년 11월 15일,"1,412.54","1,412.07","1,413.69","1,406.86",236.75M,0.37%,334418.845K
2006년 11월 14일,"1,407.37","1,402.92","1,407.54","1,400.74",205.37M,0.76%,289031.5769K
2006년 11월 13일,"1,396.69","1,399.51","1,399.98","1,386.76",178.61M,0.07%,249462.8009K
2006년 11월 10일,"1,395.73","1,393.88","1,399.87","1,391.69",168.51M,-0.27%,235194.4623K
2006년 11월 09일,"1,399.44","1,382.40","1,399.44","1,382.11",197.54M,1.40%,276445.3776K
2006년 11월 08일,"1,380.07","1,391.23","1,393.51","1,379.34",197.67M,-0.53%,272798.4369K
2006년 11월 07일,"1,387.44","1,389.12","1,392.51","1,385.41",213.06M,0.60%,295607.9664K
2006년 11월 06일,"1,379.19","1,379.37","1,379.37","1,363.71",209.56M,-0.34%,289023.0564K
2006년 11월 03일,"1,383.88","1,385.17","1,385.39","1,379.26",215.32M,0.01%,297977.0416K
2006년 11월 02일,"1,383.73","1,371.51","1,383.73","1,370.30",218.35M,0.68%,302137.4455K
2006년 11월 01일,"1,374.35","1,372.03","1,378.11","1,366.60",233.25M,0.72%,320567.1375K
2006년 10월 31일,"1,364.55","1,356.91","1,364.83","1,351.08",255.79M,0.62%,349038.2445K
2006년 10월 30일,"1,356.11","1,363.34","1,363.34","1,353.46",159.72M,-0.95%,216597.8892K
2006년 10월 27일,"1,369.09","1,378.06","1,379.51","1,362.44",205.03M,-0.33%,280704.5227K
2006년 10월 26일,"1,373.65","1,373.99","1,377.40","1,369.66",241.70M,0.16%,332011.205K
2006년 10월 25일,"1,371.43","1,368.36","1,375.01","1,365.80",231.82M,0.36%,317924.9026K
2006년 10월 24일,"1,366.50","1,373.57","1,374.43","1,364.07",244.73M,0.11%,334423.545K
2006년 10월 23일,"1,364.95","1,367.14","1,369.85","1,358.93",240.37M,0.05%,328093.0315K
2006년 10월 20일,"1,364.24","1,357.37","1,366.94","1,357.14",269.19M,0.75%,367239.7656K
2006년 10월 19일,"1,354.06","1,356.61","1,358.95","1,350.36",295.22M,-0.01%,399745.5932K
2006년 10월 18일,"1,354.26","1,345.60","1,355.92","1,338.00",279.68M,0.22%,378759.4368K
2006년 10월 17일,"1,351.30","1,360.56","1,360.56","1,339.89",308.57M,-0.40%,416970.641K
2006년 10월 16일,"1,356.72","1,356.59","1,358.88","1,350.80",208.58M,0.60%,282984.6576K
2006년 10월 13일,"1,348.60","1,349.50","1,353.93","1,345.97",305.32M,1.26%,411754.552K
2006년 10월 12일,"1,331.78","1,325.70","1,337.70","1,323.80",256.99M,0.47%,342254.1422K
2006년 10월 11일,"1,325.49","1,317.68","1,332.28","1,315.84",198.43M,-0.22%,263016.9807K
2006년 10월 10일,"1,328.37","1,322.44","1,334.41","1,322.44",251.54M,0.68%,334138.1898K
2006년 10월 09일,"1,319.40","1,356.59","1,365.01","1,303.62",400.26M,-2.41%,528103.044K
2006년 10월 04일,"1,352.00","1,366.16","1,371.72","1,345.83",223.07M,-1.62%,301590.64K
2006년 10월 02일,"1,374.22","1,370.27","1,380.91","1,367.74",231.20M,0.20%,317719.664K
2006년 09월 29일,"1,371.41","1,375.38","1,377.37","1,367.78",248.28M,0.00%,340493.6748K
2006년 09월 28일,"1,371.43","1,362.72","1,372.22","1,359.47",228.24M,0.84%,313015.1832K
2006년 09월 27일,"1,360.03","1,352.22","1,361.12","1,351.83",242.74M,1.19%,330133.6822K
2006년 09월 26일,"1,343.97","1,360.88","1,361.56","1,338.98",241.63M,-0.83%,324743.4711K
2006년 09월 25일,"1,355.21","1,347.88","1,357.69","1,345.56",201.96M,0.51%,273698.2116K
2006년 09월 22일,"1,348.38","1,358.45","1,360.18","1,343.27",250.12M,-1.35%,337256.8056K
2006년 09월 21일,"1,366.79","1,373.35","1,378.79","1,363.48",237.54M,0.03%,324667.2966K
2006년 09월 20일,"1,366.44","1,366.51","1,369.18","1,355.04",233.74M,-0.55%,319391.6856K
2006년 09월 19일,"1,373.95","1,375.23","1,378.99","1,370.44",237.30M,-0.03%,326038.335K
2006년 09월 18일,"1,374.30","1,360.66","1,378.04","1,358.57",305.45M,0.97%,419779.935K
2006년 09월 15일,"1,361.10","1,355.08","1,361.20","1,351.26",342.89M,0.17%,466707.579K
2006년 09월 14일,"1,358.75","1,333.66","1,358.75","1,329.11",288.84M,1.92%,392461.35K
2006년 09월 13일,"1,333.13","1,341.62","1,342.38","1,332.87",249.30M,0.38%,332349.309K
2006년 09월 12일,"1,328.04","1,334.35","1,339.31","1,323.90",266.77M,-0.45%,354281.2308K
2006년 09월 11일,"1,334.08","1,357.29","1,357.29","1,333.84",248.05M,-1.54%,330918.544K
2006년 09월 08일,"1,354.89","1,345.61","1,358.10","1,344.68",260.04M,0.28%,352325.5956K
2006년 09월 07일,"1,351.17","1,351.55","1,353.67","1,342.57",251.10M,-0.43%,339278.787K
2006년 09월 06일,"1,357.01","1,362.45","1,364.86","1,353.55",219.14M,-0.31%,297375.1714K
2006년 09월 05일,"1,361.24","1,360.97","1,362.47","1,356.29",235.66M,0.16%,320789.8184K
2006년 09월 04일,"1,359.06","1,363.69","1,365.08","1,359.04",238.69M,0.18%,324394.0314K
2006년 09월 01일,"1,356.67","1,354.77","1,357.01","1,349.63",215.90M,0.29%,292905.053K
2006년 08월 31일,"1,352.74","1,348.05","1,361.48","1,344.57",279.26M,0.85%,377766.1724K
2006년 08월 30일,"1,341.35","1,346.69","1,346.99","1,337.96",257.24M,-0.24%,345048.874K
2006년 08월 29일,"1,344.61","1,336.40","1,345.30","1,336.40",261.28M,1.26%,351319.7008K
2006년 08월 28일,"1,327.89","1,329.90","1,335.64","1,325.04",189.86M,-0.11%,252113.1954K
2006년 08월 25일,"1,329.35","1,317.65","1,333.89","1,317.16",201.75M,1.04%,268196.3625K
2006년 08월 24일,"1,315.73","1,322.16","1,322.22","1,309.55",192.32M,-0.70%,253041.1936K
2006년 08월 23일,"1,324.95","1,332.52","1,333.13","1,319.95",208.09M,-0.75%,275708.8455K
2006년 08월 22일,"1,334.96","1,321.76","1,336.11","1,321.76",185.51M,1.01%,247648.4296K
2006년 08월 21일,"1,321.67","1,333.26","1,337.70","1,316.51",189.26M,-0.71%,250139.2642K
2006년 08월 18일,"1,331.10","1,330.06","1,336.38","1,324.62",192.91M,0.25%,256782.501K
2006년 08월 17일,"1,327.78","1,325.74","1,335.41","1,325.74",225.54M,0.93%,299467.5012K
2006년 08월 16일,"1,315.61","1,311.56","1,319.48","1,306.45",231.68M,1.58%,304800.5248K
2006년 08월 14일,"1,295.11","1,295.43","1,303.89","1,287.65",176.47M,0.23%,228548.0617K
2006년 08월 11일,"1,292.10","1,312.18","1,317.19","1,291.90",226.69M,-0.94%,292906.149K
2006년 08월 10일,"1,304.31","1,310.94","1,314.76","1,293.53",224.42M,-0.81%,292713.2502K
2006년 08월 09일,"1,314.93","1,306.99","1,321.55","1,297.28",195.82M,0.29%,257489.5926K
2006년 08월 08일,"1,311.10","1,290.56","1,311.10","1,290.56",197.97M,1.67%,259558.467K
2006년 08월 07일,"1,289.54","1,308.36","1,308.59","1,289.23",161.90M,-1.15%,208776.526K
2006년 08월 04일,"1,304.51","1,296.50","1,305.80","1,296.50",189.52M,0.96%,247230.7352K
2006년 08월 03일,"1,292.05","1,302.45","1,304.77","1,288.03",182.40M,-0.24%,235669.92K
2006년 08월 02일,"1,295.11","1,281.92","1,295.11","1,277.31",156.72M,0.60%,202969.6392K
2006년 08월 01일,"1,287.36","1,296.71","1,306.91","1,286.43",186.84M,-0.81%,240530.3424K
2006년 07월 31일,"1,297.82","1,313.91","1,316.12","1,297.82",173.38M,0.06%,225016.0316K
2006년 07월 28일,"1,297.07","1,293.02","1,301.69","1,292.52",194.45M,0.06%,252215.2615K
2006년 07월 27일,"1,296.27","1,280.65","1,299.80","1,277.19",208.57M,1.34%,270363.0339K
2006년 07월 26일,"1,279.08","1,284.59","1,286.22","1,277.08",152.77M,-0.05%,195405.0516K
2006년 07월 25일,"1,279.77","1,278.27","1,287.48","1,276.59",195.20M,1.30%,249811.104K
2006년 07월 24일,"1,263.35","1,258.87","1,267.63","1,245.98",155.83M,-0.63%,196867.8305K
2006년 07월 21일,"1,271.33","1,260.25","1,271.58","1,259.32",180.75M,-0.15%,229792.8975K
2006년 07월 20일,"1,273.30","1,264.03","1,273.42","1,260.89",212.46M,3.21%,270525.318K
2006년 07월 19일,"1,233.65","1,236.26","1,244.58","1,231.05",178.60M,0.02%,220329.89K
2006년 07월 18일,"1,233.42","1,241.57","1,243.58","1,233.08",188.80M,-1.73%,232869.696K
2006년 07월 14일,"1,255.13","1,261.24","1,261.24","1,246.65",197.53M,-2.33%,247925.8289K
2006년 07월 13일,"1,285.02","1,283.83","1,299.07","1,273.13",186.87M,-0.90%,240131.6874K
2006년 07월 12일,"1,296.69","1,302.99","1,311.27","1,291.61",200.71M,-0.29%,260258.6499K
2006년 07월 11일,"1,300.44","1,296.06","1,301.95","1,289.12",185.85M,0.09%,241686.774K
2006년 07월 10일,"1,299.29","1,265.58","1,299.41","1,260.75",215.42M,1.99%,279893.0518K
2006년 07월 07일,"1,273.93","1,274.25","1,278.94","1,267.99",191.85M,0.79%,244403.4705K
2006년 07월 06일,"1,263.96","1,270.82","1,277.32","1,255.02",180.43M,-1.24%,228056.3028K
2006년 07월 05일,"1,279.85","1,260.69","1,286.47","1,259.62",192.70M,-0.47%,246627.095K
2006년 07월 04일,"1,285.92","1,304.45","1,305.67","1,285.26",190.72M,-0.67%,245250.6624K
2006년 07월 03일,"1,294.61","1,294.57","1,298.04","1,284.63",181.04M,-0.04%,234376.1944K
2006년 06월 30일,"1,295.15","1,290.37","1,295.43","1,287.15",227.00M,2.54%,293999.05K
2006년 06월 29일,"1,263.02","1,247.80","1,267.90","1,247.80",205.10M,1.96%,259045.402K
2006년 06월 28일,"1,238.71","1,226.59","1,238.74","1,223.11",165.95M,-0.71%,205563.9245K
2006년 06월 27일,"1,247.54","1,245.44","1,253.41","1,242.68",196.45M,0.77%,245079.233K
2006년 06월 26일,"1,238.05","1,227.00","1,239.54","1,221.65",225.97M,0.77%,279762.1585K
2006년 06월 23일,"1,228.62","1,226.27","1,228.96","1,210.99",187.62M,-0.82%,230513.6844K
2006년 06월 22일,"1,238.83","1,246.19","1,248.28","1,236.15",227.95M,0.95%,282391.2985K
2006년 06월 21일,"1,227.19","1,229.29","1,232.63","1,216.10",188.20M,0.11%,230957.158K
2006년 06월 20일,"1,225.83","1,244.50","1,244.56","1,221.13",201.14M,-2.06%,246563.4462K
2006년 06월 19일,"1,251.67","1,254.59","1,260.22","1,242.20",166.26M,-0.83%,208102.6542K
2006년 06월 16일,"1,262.19","1,246.11","1,264.87","1,245.81",234.04M,3.51%,295402.9476K
2006년 06월 15일,"1,219.40","1,232.72","1,239.86","1,213.09",196.28M,-0.19%,239343.832K
2006년 06월 14일,"1,221.73","1,194.46","1,230.02","1,192.09",210.75M,1.48%,257479.5975K
2006년 06월 13일,"1,203.86","1,215.55","1,218.39","1,201.60",189.71M,-2.90%,228384.2806K
2006년 06월 12일,"1,239.84","1,229.96","1,239.84","1,219.18",194.88M,0.34%,241620.0192K
2006년 06월 09일,"1,235.65","1,236.80","1,240.05","1,217.76",230.38M,1.02%,284669.047K
2006년 06월 08일,"1,223.13","1,259.39","1,262.36","1,223.13",272.30M,-3.45%,333058.299K
2006년 06월 07일,"1,266.84","1,273.07","1,279.27","1,262.87",243.23M,-2.67%,308133.4932K
2006년 06월 05일,"1,301.62","1,315.77","1,315.77","1,295.59",207.50M,-0.57%,270086.15K
2006년 06월 02일,"1,309.04","1,312.77","1,314.77","1,285.43",248.49M,1.08%,325283.3496K
2006년 06월 01일,"1,295.09","1,308.44","1,319.05","1,294.92",238.05M,-1.72%,308296.1745K
2006년 05월 30일,"1,317.70","1,329.40","1,330.60","1,311.30",219.73M,-0.87%,289538.221K
2006년 05월 29일,"1,329.22","1,333.59","1,340.33","1,327.53",224.01M,0.51%,297758.5722K
2006년 05월 26일,"1,322.43","1,315.10","1,326.34","1,312.75",235.59M,2.06%,311551.2837K
2006년 05월 25일,"1,295.76","1,333.63","1,333.65","1,295.47",213.56M,-2.82%,276722.5056K
2006년 05월 24일,"1,333.38","1,325.94","1,335.09","1,303.67",249.76M,0.26%,333024.9888K
2006년 05월 23일,"1,329.86","1,323.98","1,334.85","1,314.59",256.20M,-0.65%,340710.132K
2006년 05월 22일,"1,338.59","1,375.95","1,376.08","1,338.37",244.38M,-2.46%,327124.6242K
2006년 05월 19일,"1,372.29","1,364.18","1,372.29","1,346.31",291.36M,0.52%,399830.4144K
2006년 05월 18일,"1,365.15","1,360.76","1,366.78","1,356.04",355.78M,-2.59%,485693.067K
2006년 05월 17일,"1,401.47","1,386.93","1,403.68","1,386.93",270.25M,1.40%,378747.2675K
2006년 05월 16일,"1,382.11","1,415.81","1,416.45","1,373.52",285.86M,-2.25%,395089.9646K
2006년 05월 15일,"1,413.98","1,424.58","1,424.58","1,406.88",250.68M,-2.16%,354456.5064K
2006년 05월 12일,"1,445.20","1,448.57","1,454.14","1,429.92",260.78M,-1.33%,376879.256K
2006년 05월 11일,"1,464.70","1,448.30","1,464.70","1,445.86",273.37M,0.94%,400405.039K
